                                                                                                                                                                                                               17 Nov 2025 00:39:51
Civil Air Patrol Use Only
Satellite-Satellite44


      Time (UTCG)             x (km)          y (km)          z (km)       Derivative x (km/sec)    Derivative y (km/sec)    Derivative z (km/sec)    True Anomaly (deg)    Arg of Perigee (deg)    Inclination (deg)    RAAN (deg)
-----------------------    ------------    ------------    ------------    ---------------------    ---------------------    ---------------------    ------------------    --------------------    -----------------    ----------
1 Oct 2025 06:00:00.000    -5318.717167    -4203.524222     1162.085054                 1.524949                -3.717084                -6.466034               168.750                   0.000               60.000        44.000
1 Oct 2025 06:00:01.000    -5317.188961    -4207.238731     1155.618310                 1.531463                -3.711933                -6.467453               168.813                   0.000               60.000        44.000
1 Oct 2025 06:00:02.000    -5315.654241    -4210.948086     1149.150150                 1.537976                -3.706777                -6.468865               168.877                   0.000               60.000        44.000
1 Oct 2025 06:00:03.000    -5314.113010    -4214.652283     1142.680583                 1.544486                -3.701616                -6.470269               168.940                   0.000               60.000        44.000
1 Oct 2025 06:00:04.000    -5312.565269    -4218.351317     1136.209615                 1.550995                -3.696451                -6.471664               169.004                   0.000               60.000        44.000
1 Oct 2025 06:00:05.000    -5311.011020    -4222.045184     1129.737256                 1.557502                -3.691282                -6.473052               169.067                   0.000               60.000        44.000
1 Oct 2025 06:00:06.000    -5309.450266    -4225.733879     1123.263514                 1.564007                -3.686108                -6.474432               169.130                   0.000               60.000        44.000
1 Oct 2025 06:00:07.000    -5307.883007    -4229.417397     1116.788395                 1.570510                -3.680929                -6.475804               169.194                   0.000               60.000        44.000
1 Oct 2025 06:00:08.000    -5306.309247    -4233.095735     1110.311908                 1.577011                -3.675746                -6.477168               169.257                   0.000               60.000        44.000
1 Oct 2025 06:00:09.000    -5304.728987    -4236.768887     1103.834061                 1.583510                -3.670558                -6.478524               169.321                   0.000               60.000        44.000
1 Oct 2025 06:00:10.000    -5303.142228    -4240.436850     1097.354862                 1.590007                -3.665366                -6.479873               169.384                   0.000               60.000        44.000
1 Oct 2025 06:00:11.000    -5301.548973    -4244.099618     1090.874318                 1.596502                -3.660169                -6.481213               169.448                   0.000               60.000        44.000
1 Oct 2025 06:00:12.000    -5299.949224    -4247.757187     1084.392439                 1.602995                -3.654968                -6.482545               169.511                   0.000               60.000        44.000
1 Oct 2025 06:00:13.000    -5298.342983    -4251.409553     1077.909231                 1.609487                -3.649763                -6.483870               169.574                   0.000               60.000        44.000
1 Oct 2025 06:00:14.000    -5296.730252    -4255.056710     1071.424702                 1.615976                -3.644552                -6.485186               169.638                   0.000               60.000        44.000
1 Oct 2025 06:00:15.000    -5295.111032    -4258.698656     1064.938862                 1.622463                -3.639338                -6.486494               169.701                   0.000               60.000        44.000
1 Oct 2025 06:00:16.000    -5293.485325    -4262.335385     1058.451716                 1.628949                -3.634119                -6.487795               169.765                   0.000               60.000        44.000
1 Oct 2025 06:00:17.000    -5291.853135    -4265.966892     1051.963274                 1.635432                -3.628895                -6.489088               169.828                   0.000               60.000        44.000
1 Oct 2025 06:00:18.000    -5290.214462    -4269.593174     1045.473544                 1.641913                -3.623668                -6.490372               169.891                   0.000               60.000        44.000
1 Oct 2025 06:00:19.000    -5288.569309    -4273.214226     1038.982532                 1.648393                -3.618435                -6.491649               169.955                   0.000               60.000        44.000
1 Oct 2025 06:00:20.000    -5286.917677    -4276.830043     1032.490249                 1.654870                -3.613198                -6.492918               170.018                   0.000               60.000        44.000
1 Oct 2025 06:00:21.000    -5285.259569    -4280.440622     1025.996700                 1.661345                -3.607957                -6.494178               170.082                   0.000               60.000        44.000
1 Oct 2025 06:00:22.000    -5283.594987    -4284.045957     1019.501894                 1.667819                -3.602712                -6.495431               170.145                   0.000               60.000        44.000
1 Oct 2025 06:00:23.000    -5281.923933    -4287.646044     1013.005840                 1.674290                -3.597462                -6.496676               170.209                   0.000               60.000        44.000
1 Oct 2025 06:00:24.000    -5280.246408    -4291.240878     1006.508545                 1.680759                -3.592207                -6.497913               170.272                   0.000               60.000        44.000
1 Oct 2025 06:00:25.000    -5278.562416    -4294.830457     1000.010016                 1.687226                -3.586948                -6.499142               170.335                   0.000               60.000        44.000
1 Oct 2025 06:00:26.000    -5276.871957    -4298.414774      993.510263                 1.693691                -3.581685                -6.500363               170.399                   0.000               60.000        44.000
1 Oct 2025 06:00:27.000    -5275.175034    -4301.993825      987.009293                 1.700154                -3.576418                -6.501576               170.462                   0.000               60.000        44.000
1 Oct 2025 06:00:28.000    -5273.471649    -4305.567607      980.507114                 1.706615                -3.571146                -6.502781               170.526                   0.000               60.000        44.000
1 Oct 2025 06:00:29.000    -5271.761805    -4309.136115      974.003733                 1.713074                -3.565869                -6.503978               170.589                   0.000               60.000        44.000
1 Oct 2025 06:00:30.000    -5270.045503    -4312.699344      967.499160                 1.719530                -3.560588                -6.505167               170.652                   0.000               60.000        44.000
