                                                                                         22 Nov 2025 15:55:04
Civil Air Patrol Use Only
Aircraft-Aircraft8


      Time (UTCG)             x (km)          y (km)          z (km)      Lon (deg)    Lat (deg)     Alt (km)
-----------------------    ------------    ------------    -----------    ---------    ---------    ---------
1 Oct 2025 06:00:00.000    -4377.480971    -3913.940773    2528.733571      121.862       23.329    18.608835
1 Oct 2025 06:00:01.000    -4377.359067    -3914.462883    2528.134497      121.862       23.323    18.606518
1 Oct 2025 06:00:02.000    -4377.237056    -3914.984944    2527.535426      121.863       23.317    18.604200
1 Oct 2025 06:00:03.000    -4377.114938    -3915.506957    2526.936359      121.863       23.311    18.601883
1 Oct 2025 06:00:04.000    -4376.992713    -3916.028922    2526.337296      121.864       23.306    18.599567
1 Oct 2025 06:00:05.000    -4376.870382    -3916.550838    2525.738236      121.864       23.300    18.597250
1 Oct 2025 06:00:06.000    -4376.747944    -3917.072706    2525.139180      121.864       23.294    18.594933
1 Oct 2025 06:00:07.000    -4376.625399    -3917.594526    2524.540127      121.865       23.288    18.592617
1 Oct 2025 06:00:08.000    -4376.502747    -3918.116297    2523.941078      121.865       23.282    18.590300
1 Oct 2025 06:00:09.000    -4376.379988    -3918.638020    2523.342033      121.866       23.276    18.587984
1 Oct 2025 06:00:10.000    -4376.257123    -3919.159694    2522.742992      121.866       23.270    18.585668
1 Oct 2025 06:00:11.000    -4376.134151    -3919.681320    2522.143954      121.867       23.265    18.583353
1 Oct 2025 06:00:12.000    -4376.011072    -3920.202898    2521.544920      121.867       23.259    18.581037
1 Oct 2025 06:00:13.000    -4375.887887    -3920.724427    2520.945889      121.867       23.253    18.578721
1 Oct 2025 06:00:14.000    -4375.764594    -3921.245906    2520.346861      121.868       23.247    18.576404
1 Oct 2025 06:00:15.000    -4375.641192    -3921.767335    2519.747837      121.868       23.241    18.574084
1 Oct 2025 06:00:16.000    -4375.517683    -3922.288716    2519.148815      121.869       23.235    18.571764
1 Oct 2025 06:00:17.000    -4375.394068    -3922.810048    2518.549798      121.869       23.229    18.569445
1 Oct 2025 06:00:18.000    -4375.270347    -3923.331331    2517.950784      121.869       23.224    18.567125
1 Oct 2025 06:00:19.000    -4375.146518    -3923.852566    2517.351774      121.870       23.218    18.564806
1 Oct 2025 06:00:20.000    -4375.022584    -3924.373753    2516.752768      121.870       23.212    18.562487
1 Oct 2025 06:00:21.000    -4374.898542    -3924.894891    2516.153766      121.871       23.206    18.560168
1 Oct 2025 06:00:22.000    -4374.774394    -3925.415980    2515.554767      121.871       23.200    18.557850
1 Oct 2025 06:00:23.000    -4374.650140    -3925.937021    2514.955772      121.872       23.194    18.555531
1 Oct 2025 06:00:24.000    -4374.525779    -3926.458014    2514.356781      121.872       23.188    18.553213
