                                                                                        22 Nov 2025 15:56:43
Civil Air Patrol Use Only
Aircraft-Aircraft9


      Time (UTCG)             x (km)          y (km)         z (km)      Lon (deg)    Lat (deg)     Alt (km)
1 Oct 2025 06:01:43.000    -4142.916382    -4852.905260    417.017104      129.178        3.669    16.349634
1 Oct 2025 06:01:44.000    -4142.438145    -4853.267763    417.531650      129.179        3.673    16.348727
1 Oct 2025 06:01:45.000    -4141.959846    -4853.630190    418.046204      129.180        3.678    16.347819
1 Oct 2025 06:01:46.000    -4141.481484    -4853.992540    418.560764      129.181        3.683    16.346911
1 Oct 2025 06:01:47.000    -4141.003060    -4854.354814    419.075332      129.182        3.687    16.346004
1 Oct 2025 06:01:48.000    -4140.524574    -4854.717011    419.589906      129.184        3.692    16.345096
1 Oct 2025 06:01:49.000    -4140.046026    -4855.079132    420.104488      129.185        3.697    16.344189
1 Oct 2025 06:01:50.000    -4139.567416    -4855.441175    420.619077      129.186        3.701    16.343281
1 Oct 2025 06:01:51.000    -4139.088743    -4855.803142    421.133673      129.187        3.706    16.342373
1 Oct 2025 06:01:52.000    -4138.610008    -4856.165033    421.648276      129.188        3.711    16.341466
1 Oct 2025 06:01:53.000    -4138.131211    -4856.526847    422.162886      129.190        3.715    16.340558
1 Oct 2025 06:01:54.000    -4137.652351    -4856.888584    422.677503      129.191        3.720    16.339650
1 Oct 2025 06:01:55.000    -4137.173430    -4857.250244    423.192128      129.192        3.725    16.338743
1 Oct 2025 06:01:56.000    -4136.694446    -4857.611828    423.706759      129.193        3.729    16.337835
1 Oct 2025 06:01:57.000    -4136.215400    -4857.973335    424.221397      129.194        3.734    16.336927
1 Oct 2025 06:01:58.000    -4135.736290    -4858.334766    424.736050      129.195        3.739    16.336020
1 Oct 2025 06:01:59.000    -4135.257119    -4858.696120    425.250706      129.197        3.743    16.335112
1 Oct 2025 06:02:00.000    -4134.777886    -4859.057397    425.765369      129.198        3.748    16.334204
1 Oct 2025 06:02:01.000    -4134.298592    -4859.418599    426.280040      129.199        3.753    16.333298
1 Oct 2025 06:02:02.000    -4133.819236    -4859.779724    426.794717      129.200        3.757    16.332393
1 Oct 2025 06:02:03.000    -4133.339818    -4860.140773    427.309401      129.201        3.762    16.331488
1 Oct 2025 06:02:04.000    -4132.860338    -4860.501745    427.824093      129.203        3.767    16.330582
1 Oct 2025 06:02:05.000    -4132.380796    -4860.862640    428.338791      129.204        3.771    16.329677
1 Oct 2025 06:02:06.000    -4131.901191    -4861.223458    428.853497      129.205        3.776    16.328772
1 Oct 2025 06:02:07.000    -4131.421525    -4861.584200    429.368209      129.206        3.781    16.327867
1 Oct 2025 06:02:08.000    -4130.941797    -4861.944864    429.882929      129.207        3.785    16.326962
1 Oct 2025 06:02:09.000    -4130.462006    -4862.305452    430.397656      129.209        3.790    16.326056
1 Oct 2025 06:02:10.000    -4129.982154    -4862.665963    430.912389      129.210        3.795    16.325151
1 Oct 2025 06:02:11.000    -4129.502239    -4863.026397    431.427130      129.211        3.799    16.324246
1 Oct 2025 06:02:12.000    -4129.022263    -4863.386754    431.941877      129.212        3.804    16.323340
1 Oct 2025 06:02:13.000    -4128.542224    -4863.747034    432.456632      129.213        3.809    16.322435
1 Oct 2025 06:02:14.000    -4128.062124    -4864.107238    432.971394      129.215        3.813    16.321530
1 Oct 2025 06:02:15.000    -4127.581961    -4864.467364    433.486162      129.216        3.818    16.320624
1 Oct 2025 06:02:16.000    -4127.101737    -4864.827413    434.000938      129.217        3.823    16.319719
1 Oct 2025 06:02:17.000    -4126.621450    -4865.187386    434.515720      129.218        3.827    16.318814
1 Oct 2025 06:02:18.000    -4126.141102    -4865.547281    435.030510      129.219        3.832    16.317908
1 Oct 2025 06:02:19.000    -4125.660691    -4865.907099    435.545307      129.221        3.837    16.317003
1 Oct 2025 06:02:20.000    -4125.180219    -4866.266841    436.060110      129.222        3.841    16.316098
1 Oct 2025 06:02:21.000    -4124.699684    -4866.626505    436.574920      129.223        3.846    16.315192
1 Oct 2025 06:02:22.000    -4124.219088    -4866.986093    437.089738      129.224        3.851    16.314287
1 Oct 2025 06:02:23.000    -4123.738430    -4867.345603    437.604562      129.225        3.855    16.313381
1 Oct 2025 06:02:24.000    -4123.257710    -4867.705036    438.119394      129.226        3.860    16.312476
1 Oct 2025 06:02:25.000    -4122.776928    -4868.064392    438.634232      129.228        3.865    16.311570
1 Oct 2025 06:02:26.000    -4122.296084    -4868.423672    439.149077      129.229        3.869    16.310665
1 Oct 2025 06:02:27.000    -4121.815179    -4868.782874    439.663929      129.230        3.874    16.309759
1 Oct 2025 06:02:28.000    -4121.334211    -4869.141999    440.178789      129.231        3.879    16.308854
1 Oct 2025 06:02:29.000    -4120.853182    -4869.501047    440.693655      129.232        3.883    16.307948
1 Oct 2025 06:02:30.000    -4120.372090    -4869.860017    441.208528      129.234        3.888    16.307043
1 Oct 2025 06:02:31.000    -4119.890937    -4870.218911    441.723408      129.235        3.893    16.306137
1 Oct 2025 06:02:32.000    -4119.409722    -4870.577728    442.238294      129.236        3.897    16.305231
1 Oct 2025 06:02:33.000    -4118.928446    -4870.936467    442.753188      129.237        3.902    16.304326
1 Oct 2025 06:02:34.000    -4118.447107    -4871.295129    443.268089      129.238        3.907    16.303420
1 Oct 2025 06:02:35.000    -4117.965707    -4871.653714    443.782996      129.240        3.911    16.302515
1 Oct 2025 06:02:36.000    -4117.484245    -4872.012222    444.297911      129.241        3.916    16.301609
1 Oct 2025 06:02:37.000    -4117.002721    -4872.370653    444.812832      129.242        3.921    16.300703
1 Oct 2025 06:02:38.000    -4116.521135    -4872.729006    445.327761      129.243        3.925    16.299798
1 Oct 2025 06:02:39.000    -4116.039488    -4873.087282    445.842696      129.244        3.930    16.298892
1 Oct 2025 06:02:40.000    -4115.557779    -4873.445481    446.357638      129.246        3.935    16.297986
1 Oct 2025 06:02:41.000    -4115.076008    -4873.803603    446.872587      129.247        3.939    16.297081
1 Oct 2025 06:02:42.000    -4114.594175    -4874.161648    447.387543      129.248        3.944    16.296175
1 Oct 2025 06:02:43.000    -4114.112281    -4874.519615    447.902506      129.249        3.949    16.295269
1 Oct 2025 06:02:44.000    -4113.630325    -4874.877504    448.417476      129.250        3.953    16.294363
1 Oct 2025 06:02:45.000    -4113.148306    -4875.235315    448.932452      129.252        3.958    16.293455
1 Oct 2025 06:02:46.000    -4112.666226    -4875.593049    449.447435      129.253        3.963    16.292547
1 Oct 2025 06:02:47.000    -4112.184083    -4875.950706    449.962425      129.254        3.967    16.291640
1 Oct 2025 06:02:48.000    -4111.701879    -4876.308285    450.477422      129.255        3.972    16.290732
1 Oct 2025 06:02:49.000    -4111.219614    -4876.665787    450.992426      129.256        3.977    16.289824
1 Oct 2025 06:02:50.000    -4110.737287    -4877.023211    451.507437      129.258        3.981    16.288916
1 Oct 2025 06:02:51.000    -4110.254898    -4877.380558    452.022455      129.259        3.986    16.288008
1 Oct 2025 06:02:52.000    -4109.772447    -4877.737827    452.537479      129.260        3.991    16.287100
1 Oct 2025 06:02:53.000    -4109.289935    -4878.095019    453.052510      129.261        3.995    16.286192
1 Oct 2025 06:02:54.000    -4108.807361    -4878.452134    453.567549      129.262        4.000    16.285283
1 Oct 2025 06:02:55.000    -4108.324726    -4878.809172    454.082594      129.264        4.005    16.284376
1 Oct 2025 06:02:56.000    -4107.842029    -4879.166132    454.597645      129.265        4.009    16.283468
1 Oct 2025 06:02:57.000    -4107.359271    -4879.523015    455.112704      129.266        4.014    16.282560
1 Oct 2025 06:02:58.000    -4106.876451    -4879.879820    455.627770      129.267        4.019    16.281652
1 Oct 2025 06:02:59.000    -4106.393570    -4880.236548    456.142842      129.268        4.023    16.280745
1 Oct 2025 06:03:00.000    -4105.910627    -4880.593198    456.657921      129.269        4.028    16.279837
1 Oct 2025 06:03:01.000    -4105.427623    -4880.949771    457.173007      129.271        4.033    16.278928
1 Oct 2025 06:03:02.000    -4104.944556    -4881.306266    457.688100      129.272        4.037    16.278020
1 Oct 2025 06:03:03.000    -4104.461429    -4881.662684    458.203199      129.273        4.042    16.277112
1 Oct 2025 06:03:04.000    -4103.978240    -4882.019024    458.718305      129.274        4.047    16.276204
1 Oct 2025 06:03:05.000    -4103.494989    -4882.375286    459.233419      129.275        4.051    16.275296
1 Oct 2025 06:03:06.000    -4103.011677    -4882.731471    459.748539      129.277        4.056    16.274387
1 Oct 2025 06:03:07.000    -4102.528303    -4883.087579    460.263665      129.278        4.061    16.273479
1 Oct 2025 06:03:08.000    -4102.044868    -4883.443608    460.778799      129.279        4.065    16.272570
1 Oct 2025 06:03:09.000    -4101.561372    -4883.799561    461.293939      129.280        4.070    16.271661
1 Oct 2025 06:03:10.000    -4101.077813    -4884.155435    461.809086      129.281        4.075    16.270753
1 Oct 2025 06:03:11.000    -4100.594194    -4884.511232    462.324240      129.283        4.079    16.269844
1 Oct 2025 06:03:12.000    -4100.110513    -4884.866951    462.839401      129.284        4.084    16.268935
1 Oct 2025 06:03:13.000    -4099.626771    -4885.222592    463.354568      129.285        4.089    16.268026
1 Oct 2025 06:03:14.000    -4099.142967    -4885.578156    463.869742      129.286        4.093    16.267117
1 Oct 2025 06:03:15.000    -4098.659102    -4885.933642    464.384923      129.287        4.098    16.266208
1 Oct 2025 06:03:16.000    -4098.175175    -4886.289051    464.900111      129.289        4.103    16.265299
1 Oct 2025 06:03:17.000    -4097.691187    -4886.644381    465.415305      129.290        4.107    16.264390
1 Oct 2025 06:03:18.000    -4097.207137    -4886.999634    465.930506      129.291        4.112    16.263480
1 Oct 2025 06:03:19.000    -4096.723027    -4887.354810    466.445714      129.292        4.117    16.262571
1 Oct 2025 06:03:20.000    -4096.238854    -4887.709907    466.960929      129.293        4.121    16.261662
1 Oct 2025 06:03:21.000    -4095.754621    -4888.064927    467.476150      129.295        4.126    16.260752
1 Oct 2025 06:03:22.000    -4095.270326    -4888.419869    467.991378      129.296        4.131    16.259843
1 Oct 2025 06:03:23.000    -4094.785970    -4888.774733    468.506613      129.297        4.135    16.258933
1 Oct 2025 06:03:24.000    -4094.301552    -4889.129519    469.021854      129.298        4.140    16.258023
1 Oct 2025 06:03:25.000    -4093.817074    -4889.484228    469.537103      129.299        4.145    16.257113
1 Oct 2025 06:03:26.000    -4093.332534    -4889.838858    470.052358      129.301        4.149    16.256203
1 Oct 2025 06:03:27.000    -4092.847932    -4890.193411    470.567619      129.302        4.154    16.255294
1 Oct 2025 06:03:28.000    -4092.363270    -4890.547886    471.082888      129.303        4.159    16.254384
1 Oct 2025 06:03:29.000    -4091.878546    -4890.902284    471.598163      129.304        4.163    16.253473
1 Oct 2025 06:03:30.000    -4091.393760    -4891.256603    472.113445      129.305        4.168    16.252563
1 Oct 2025 06:03:31.000    -4090.908914    -4891.610844    472.628733      129.307        4.173    16.251653
1 Oct 2025 06:03:32.000    -4090.424006    -4891.965008    473.144028      129.308        4.177    16.250743
1 Oct 2025 06:03:33.000    -4089.939037    -4892.319093    473.659330      129.309        4.182    16.249832
1 Oct 2025 06:03:34.000    -4089.454007    -4892.673101    474.174639      129.310        4.187    16.248922
1 Oct 2025 06:03:35.000    -4088.968916    -4893.027031    474.689954      129.311        4.191    16.248011
1 Oct 2025 06:03:36.000    -4088.483763    -4893.380883    475.205276      129.313        4.196    16.247101
1 Oct 2025 06:03:37.000    -4087.998550    -4893.734657    475.720604      129.314        4.201    16.246190
1 Oct 2025 06:03:38.000    -4087.513275    -4894.088353    476.235940      129.315        4.205    16.245279
1 Oct 2025 06:03:39.000    -4087.027939    -4894.441970    476.751282      129.316        4.210    16.244368
1 Oct 2025 06:03:40.000    -4086.542542    -4894.795510    477.266630      129.317        4.215    16.243457
1 Oct 2025 06:03:41.000    -4086.057083    -4895.148972    477.781985      129.319        4.219    16.242546
1 Oct 2025 06:03:42.000    -4085.571564    -4895.502356    478.297347      129.320        4.224    16.241635
1 Oct 2025 06:03:43.000    -4085.085983    -4895.855662    478.812716      129.321        4.229    16.240724
1 Oct 2025 06:03:44.000    -4084.600342    -4896.208890    479.328091      129.322        4.233    16.239813
1 Oct 2025 06:03:45.000    -4084.114639    -4896.562040    479.843473      129.323        4.238    16.238902
1 Oct 2025 06:03:46.000    -4083.628875    -4896.915112    480.358861      129.324        4.243    16.237990
1 Oct 2025 06:03:47.000    -4083.143050    -4897.268105    480.874257      129.326        4.247    16.237079
1 Oct 2025 06:03:48.000    -4082.657164    -4897.621021    481.389658      129.327        4.252    16.236167
1 Oct 2025 06:03:49.000    -4082.171216    -4897.973858    481.905067      129.328        4.257    16.235255
1 Oct 2025 06:03:50.000    -4081.685208    -4898.326617    482.420482      129.329        4.261    16.234343
1 Oct 2025 06:03:51.000    -4081.199139    -4898.679298    482.935903      129.330        4.266    16.233431
1 Oct 2025 06:03:52.000    -4080.713008    -4899.031901    483.451331      129.332        4.271    16.232519
1 Oct 2025 06:03:53.000    -4080.226817    -4899.384426    483.966766      129.333        4.276    16.231607
1 Oct 2025 06:03:54.000    -4079.740564    -4899.736873    484.482208      129.334        4.280    16.230695
1 Oct 2025 06:03:55.000    -4079.254250    -4900.089242    484.997660      129.335        4.285    16.229782
1 Oct 2025 06:03:56.000    -4078.767874    -4900.441532    485.513119      129.336        4.290    16.228870
1 Oct 2025 06:03:57.000    -4078.281438    -4900.793745    486.028584      129.338        4.294    16.227957
1 Oct 2025 06:03:58.000    -4077.794940    -4901.145879    486.544055      129.339        4.299    16.227045
1 Oct 2025 06:03:59.000    -4077.308382    -4901.497935    487.059533      129.340        4.304    16.226132
1 Oct 2025 06:04:00.000    -4076.821763    -4901.849913    487.575018      129.341        4.308    16.225219
1 Oct 2025 06:04:01.000    -4076.335083    -4902.201813    488.090510      129.342        4.313    16.224306
1 Oct 2025 06:04:02.000    -4075.848342    -4902.553634    488.606007      129.344        4.318    16.223394
1 Oct 2025 06:04:03.000    -4075.361540    -4902.905377    489.121512      129.345        4.322    16.222481
1 Oct 2025 06:04:04.000    -4074.874677    -4903.257042    489.637023      129.346        4.327    16.221568
1 Oct 2025 06:04:05.000    -4074.387753    -4903.608628    490.152541      129.347        4.332    16.220655
1 Oct 2025 06:04:06.000    -4073.900769    -4903.960137    490.668065      129.348        4.336    16.219742
1 Oct 2025 06:04:07.000    -4073.413723    -4904.311567    491.183595      129.350        4.341    16.218828
1 Oct 2025 06:04:08.000    -4072.926617    -4904.662918    491.699133      129.351        4.346    16.217915
1 Oct 2025 06:04:09.000    -4072.439450    -4905.014192    492.214677      129.352        4.350    16.217002
1 Oct 2025 06:04:10.000    -4071.952222    -4905.365387    492.730227      129.353        4.355    16.216088
1 Oct 2025 06:04:11.000    -4071.464933    -4905.716504    493.245784      129.354        4.360    16.215175
1 Oct 2025 06:04:12.000    -4070.977583    -4906.067542    493.761347      129.356        4.364    16.214261
1 Oct 2025 06:04:13.000    -4070.490173    -4906.418502    494.276917      129.357        4.369    16.213348
1 Oct 2025 06:04:14.000    -4070.002702    -4906.769383    494.792494      129.358        4.374    16.212434
1 Oct 2025 06:04:15.000    -4069.515170    -4907.120187    495.308077      129.359        4.378    16.211520
1 Oct 2025 06:04:16.000    -4069.027577    -4907.470911    495.823666      129.360        4.383    16.210607
1 Oct 2025 06:04:17.000    -4068.539923    -4907.821558    496.339262      129.362        4.388    16.209693
1 Oct 2025 06:04:18.000    -4068.052209    -4908.172126    496.854865      129.363        4.392    16.208779
1 Oct 2025 06:04:19.000    -4067.564434    -4908.522615    497.370474      129.364        4.397    16.207865
1 Oct 2025 06:04:20.000    -4067.076598    -4908.873026    497.886090      129.365        4.402    16.206951
1 Oct 2025 06:04:21.000    -4066.588701    -4909.223359    498.401712      129.366        4.406    16.206036
1 Oct 2025 06:04:22.000    -4066.100744    -4909.573613    498.917340      129.368        4.411    16.205122
1 Oct 2025 06:04:23.000    -4065.612726    -4909.923788    499.432976      129.369        4.416    16.204208
1 Oct 2025 06:04:24.000    -4065.124648    -4910.273885    499.948617      129.370        4.420    16.203294
1 Oct 2025 06:04:25.000    -4064.636508    -4910.623904    500.464265      129.371        4.425    16.202379
1 Oct 2025 06:04:26.000    -4064.148308    -4910.973844    500.979920      129.372        4.430    16.201465
1 Oct 2025 06:04:27.000    -4063.660048    -4911.323705    501.495581      129.374        4.434    16.200550
1 Oct 2025 06:04:28.000    -4063.171727    -4911.673488    502.011248      129.375        4.439    16.199636
1 Oct 2025 06:04:29.000    -4062.683345    -4912.023193    502.526922      129.376        4.444    16.198721
1 Oct 2025 06:04:30.000    -4062.194902    -4912.372819    503.042603      129.377        4.449    16.197806
1 Oct 2025 06:04:31.000    -4061.706399    -4912.722366    503.558290      129.378        4.453    16.196891
1 Oct 2025 06:04:32.000    -4061.217835    -4913.071834    504.073983      129.380        4.458    16.195976
1 Oct 2025 06:04:33.000    -4060.729211    -4913.421225    504.589683      129.381        4.463    16.195061
1 Oct 2025 06:04:34.000    -4060.240526    -4913.770536    505.105389      129.382        4.467    16.194146
1 Oct 2025 06:04:35.000    -4059.751781    -4914.119769    505.621102      129.383        4.472    16.193231
1 Oct 2025 06:04:36.000    -4059.262975    -4914.468923    506.136821      129.384        4.477    16.192316
1 Oct 2025 06:04:37.000    -4058.774108    -4914.817998    506.652547      129.386        4.481    16.191401
1 Oct 2025 06:04:38.000    -4058.285181    -4915.166995    507.168279      129.387        4.486    16.190485
1 Oct 2025 06:04:39.000    -4057.796193    -4915.515913    507.684018      129.388        4.491    16.189570
1 Oct 2025 06:04:40.000    -4057.307145    -4915.864753    508.199763      129.389        4.495    16.188655
