                                                                                                                                                                                                              17 Nov 2025 00:39:45
Civil Air Patrol Use Only
Satellite-Satellite21


      Time (UTCG)             x (km)          y (km)          z (km)      Derivative x (km/sec)    Derivative y (km/sec)    Derivative z (km/sec)    True Anomaly (deg)    Arg of Perigee (deg)    Inclination (deg)    RAAN (deg)
-----------------------    ------------    ------------    -----------    ---------------------    ---------------------    ---------------------    ------------------    --------------------    -----------------    ----------
1 Oct 2025 06:00:00.000    -4386.583895    -5168.776481    1162.084884                 3.661601                -1.653746                 6.466033                11.250                   0.000               60.000       224.000
1 Oct 2025 06:00:01.000    -4382.919608    -5170.427061    1168.550203                 3.666972                -1.647413                 6.464605                11.313                   0.000               60.000       224.000
1 Oct 2025 06:00:02.000    -4379.249952    -5172.071307    1175.014092                 3.672339                -1.641078                 6.463170                11.377                   0.000               60.000       224.000
1 Oct 2025 06:00:03.000    -4375.574932    -5173.709217    1181.476540                 3.677701                -1.634742                 6.461727                11.440                   0.000               60.000       224.000
1 Oct 2025 06:00:04.000    -4371.894551    -5175.340790    1187.937542                 3.683059                -1.628403                 6.460275                11.504                   0.000               60.000       224.000
1 Oct 2025 06:00:05.000    -4368.208815    -5176.966023    1194.397089                 3.688412                -1.622063                 6.458816                11.567                   0.000               60.000       224.000
1 Oct 2025 06:00:06.000    -4364.517728    -5178.584914    1200.855172                 3.693761                -1.615720                 6.457349                11.630                   0.000               60.000       224.000
1 Oct 2025 06:00:07.000    -4360.821295    -5180.197462    1207.311784                 3.699105                -1.609375                 6.455874                11.694                   0.000               60.000       224.000
1 Oct 2025 06:00:08.000    -4357.119520    -5181.803665    1213.766918                 3.704445                -1.603029                 6.454391                11.757                   0.000               60.000       224.000
1 Oct 2025 06:00:09.000    -4353.412408    -5183.403519    1220.220564                 3.709780                -1.596680                 6.452901                11.821                   0.000               60.000       224.000
1 Oct 2025 06:00:10.000    -4349.699962    -5184.997025    1226.672716                 3.715110                -1.590330                 6.451402                11.884                   0.000               60.000       224.000
1 Oct 2025 06:00:11.000    -4345.982189    -5186.584178    1233.123365                 3.720436                -1.583977                 6.449895                11.948                   0.000               60.000       224.000
1 Oct 2025 06:00:12.000    -4342.259092    -5188.164979    1239.572504                 3.725757                -1.577623                 6.448381                12.011                   0.000               60.000       224.000
1 Oct 2025 06:00:13.000    -4338.530676    -5189.739424    1246.020124                 3.731074                -1.571267                 6.446858                12.074                   0.000               60.000       224.000
1 Oct 2025 06:00:14.000    -4334.796945    -5191.307512    1252.466218                 3.736387                -1.564909                 6.445328                12.138                   0.000               60.000       224.000
1 Oct 2025 06:00:15.000    -4331.057904    -5192.869240    1258.910778                 3.741694                -1.558548                 6.443790                12.201                   0.000               60.000       224.000
1 Oct 2025 06:00:16.000    -4327.313558    -5194.424608    1265.353795                 3.746997                -1.552186                 6.442244                12.265                   0.000               60.000       224.000
1 Oct 2025 06:00:17.000    -4323.563911    -5195.973612    1271.795263                 3.752296                -1.545822                 6.440690                12.328                   0.000               60.000       224.000
1 Oct 2025 06:00:18.000    -4319.808967    -5197.516252    1278.235173                 3.757590                -1.539457                 6.439128                12.391                   0.000               60.000       224.000
1 Oct 2025 06:00:19.000    -4316.048732    -5199.052525    1284.673516                 3.762879                -1.533089                 6.437558                12.455                   0.000               60.000       224.000
1 Oct 2025 06:00:20.000    -4312.283211    -5200.582429    1291.110287                 3.768164                -1.526719                 6.435981                12.518                   0.000               60.000       224.000
1 Oct 2025 06:00:21.000    -4308.512406    -5202.105962    1297.545475                 3.773444                -1.520348                 6.434395                12.582                   0.000               60.000       224.000
1 Oct 2025 06:00:22.000    -4304.736324    -5203.623124    1303.979074                 3.778719                -1.513974                 6.432802                12.645                   0.000               60.000       224.000
1 Oct 2025 06:00:23.000    -4300.954969    -5205.133911    1310.411076                 3.783990                -1.507599                 6.431201                12.709                   0.000               60.000       224.000
1 Oct 2025 06:00:24.000    -4297.168345    -5206.638321    1316.841473                 3.789257                -1.501222                 6.429591                12.772                   0.000               60.000       224.000
1 Oct 2025 06:00:25.000    -4293.376457    -5208.136354    1323.270256                 3.794518                -1.494843                 6.427974                12.835                   0.000               60.000       224.000
1 Oct 2025 06:00:26.000    -4289.579310    -5209.628007    1329.697419                 3.799775                -1.488463                 6.426349                12.899                   0.000               60.000       224.000
1 Oct 2025 06:00:27.000    -4285.776909    -5211.113279    1336.122952                 3.805027                -1.482080                 6.424717                12.962                   0.000               60.000       224.000
1 Oct 2025 06:00:28.000    -4281.969257    -5212.592167    1342.546849                 3.810275                -1.475696                 6.423076                13.026                   0.000               60.000       224.000
1 Oct 2025 06:00:29.000    -4278.156361    -5214.064669    1348.969102                 3.815518                -1.469309                 6.421428                13.089                   0.000               60.000       224.000
1 Oct 2025 06:00:30.000    -4274.338223    -5215.530785    1355.389702                 3.820756                -1.462922                 6.419771                13.152                   0.000               60.000       224.000
1 Oct 2025 06:00:31.000    -4270.514850    -5216.990512    1361.808641                 3.825990                -1.456532                 6.418107                13.216                   0.000               60.000       224.000
1 Oct 2025 06:00:32.000    -4266.686245    -5218.443848    1368.225913                 3.831219                -1.450140                 6.416435                13.279                   0.000               60.000       224.000
1 Oct 2025 06:00:33.000    -4262.852414    -5219.890792    1374.641508                 3.836443                -1.443747                 6.414755                13.343                   0.000               60.000       224.000
1 Oct 2025 06:00:34.000    -4259.013361    -5221.331341    1381.055420                 3.841662                -1.437352                 6.413067                13.406                   0.000               60.000       224.000
1 Oct 2025 06:00:35.000    -4255.169091    -5222.765495    1387.467640                 3.846877                -1.430955                 6.411371                13.470                   0.000               60.000       224.000
1 Oct 2025 06:00:36.000    -4251.319609    -5224.193251    1393.878160                 3.852087                -1.424556                 6.409668                13.533                   0.000               60.000       224.000
1 Oct 2025 06:00:37.000    -4247.464919    -5225.614607    1400.286973                 3.857293                -1.418156                 6.407956                13.596                   0.000               60.000       224.000
1 Oct 2025 06:00:38.000    -4243.605025    -5227.029562    1406.694070                 3.862493                -1.411754                 6.406237                13.660                   0.000               60.000       224.000
1 Oct 2025 06:00:39.000    -4239.739934    -5228.438114    1413.099444                 3.867689                -1.405350                 6.404510                13.723                   0.000               60.000       224.000
1 Oct 2025 06:00:40.000    -4235.869649    -5229.840262    1419.503088                 3.872880                -1.398945                 6.402775                13.787                   0.000               60.000       224.000
1 Oct 2025 06:00:41.000    -4231.994175    -5231.236003    1425.904992                 3.878067                -1.392537                 6.401032                13.850                   0.000               60.000       224.000
1 Oct 2025 06:00:42.000    -4228.113517    -5232.625336    1432.305150                 3.883248                -1.386128                 6.399282                13.913                   0.000               60.000       224.000
1 Oct 2025 06:00:43.000    -4224.227679    -5234.008259    1438.703553                 3.888425                -1.379718                 6.397523                13.977                   0.000               60.000       224.000
1 Oct 2025 06:00:44.000    -4220.336668    -5235.384771    1445.100194                 3.893597                -1.373305                 6.395757                14.040                   0.000               60.000       224.000
1 Oct 2025 06:00:45.000    -4216.440486    -5236.754870    1451.495065                 3.898765                -1.366891                 6.393983                14.104                   0.000               60.000       224.000
1 Oct 2025 06:00:46.000    -4212.539139    -5238.118553    1457.888157                 3.903928                -1.360476                 6.392201                14.167                   0.000               60.000       224.000
1 Oct 2025 06:00:47.000    -4208.632633    -5239.475821    1464.279464                 3.909085                -1.354058                 6.390411                14.230                   0.000               60.000       224.000
1 Oct 2025 06:00:48.000    -4204.720970    -5240.826670    1470.668977                 3.914238                -1.347639                 6.388614                14.294                   0.000               60.000       224.000
1 Oct 2025 06:00:49.000    -4200.804157    -5242.171099    1477.056689                 3.919387                -1.341219                 6.386808                14.357                   0.000               60.000       224.000
1 Oct 2025 06:00:50.000    -4196.882199    -5243.509106    1483.442591                 3.924530                -1.334796                 6.384995                14.421                   0.000               60.000       224.000
1 Oct 2025 06:00:51.000    -4192.955099    -5244.840691    1489.826676                 3.929669                -1.328372                 6.383174                14.484                   0.000               60.000       224.000
1 Oct 2025 06:00:52.000    -4189.022863    -5246.165851    1496.208936                 3.934803                -1.321947                 6.381345                14.548                   0.000               60.000       224.000
1 Oct 2025 06:00:53.000    -4185.085495    -5247.484584    1502.589363                 3.939932                -1.315520                 6.379508                14.611                   0.000               60.000       224.000
1 Oct 2025 06:00:54.000    -4181.143001    -5248.796890    1508.967950                 3.945056                -1.309091                 6.377664                14.674                   0.000               60.000       224.000
1 Oct 2025 06:00:55.000    -4177.195386    -5250.102765    1515.344688                 3.950175                -1.302660                 6.375811                14.738                   0.000               60.000       224.000
1 Oct 2025 06:00:56.000    -4173.242653    -5251.402210    1521.719570                 3.955290                -1.296228                 6.373951                14.801                   0.000               60.000       224.000
1 Oct 2025 06:00:57.000    -4169.284808    -5252.695222    1528.092588                 3.960399                -1.289795                 6.372083                14.865                   0.000               60.000       224.000
1 Oct 2025 06:00:58.000    -4165.321856    -5253.981799    1534.463734                 3.965504                -1.283360                 6.370207                14.928                   0.000               60.000       224.000
1 Oct 2025 06:00:59.000    -4161.353801    -5255.261941    1540.833000                 3.970604                -1.276923                 6.368324                14.991                   0.000               60.000       224.000
1 Oct 2025 06:01:00.000    -4157.380649    -5256.535645    1547.200379                 3.975699                -1.270485                 6.366433                15.055                   0.000               60.000       224.000
1 Oct 2025 06:01:01.000    -4153.402405    -5257.802909    1553.565863                 3.980789                -1.264045                 6.364533                15.118                   0.000               60.000       224.000
1 Oct 2025 06:01:02.000    -4149.419072    -5259.063734    1559.929443                 3.985875                -1.257603                 6.362626                15.182                   0.000               60.000       224.000
1 Oct 2025 06:01:03.000    -4145.430657    -5260.318116    1566.291113                 3.990955                -1.251160                 6.360712                15.245                   0.000               60.000       224.000
1 Oct 2025 06:01:04.000    -4141.437164    -5261.566054    1572.650864                 3.996031                -1.244716                 6.358789                15.309                   0.000               60.000       224.000
1 Oct 2025 06:01:05.000    -4137.438597    -5262.807547    1579.008688                 4.001101                -1.238270                 6.356859                15.372                   0.000               60.000       224.000
1 Oct 2025 06:01:06.000    -4133.434962    -5264.042593    1585.364579                 4.006167                -1.231822                 6.354921                15.435                   0.000               60.000       224.000
1 Oct 2025 06:01:07.000    -4129.426264    -5265.271191    1591.718527                 4.011228                -1.225373                 6.352975                15.499                   0.000               60.000       224.000
1 Oct 2025 06:01:08.000    -4125.412508    -5266.493339    1598.070525                 4.016284                -1.218923                 6.351021                15.562                   0.000               60.000       224.000
1 Oct 2025 06:01:09.000    -4121.393698    -5267.709036    1604.420566                 4.021335                -1.212471                 6.349060                15.626                   0.000               60.000       224.000
1 Oct 2025 06:01:10.000    -4117.369840    -5268.918280    1610.768642                 4.026381                -1.206017                 6.347090                15.689                   0.000               60.000       224.000
1 Oct 2025 06:01:11.000    -4113.340937    -5270.121070    1617.114744                 4.031422                -1.199562                 6.345113                15.752                   0.000               60.000       224.000
1 Oct 2025 06:01:12.000    -4109.306997    -5271.317405    1623.458866                 4.036459                -1.193106                 6.343128                15.816                   0.000               60.000       224.000
1 Oct 2025 06:01:13.000    -4105.268022    -5272.507281    1629.800999                 4.041490                -1.186648                 6.341136                15.879                   0.000               60.000       224.000
1 Oct 2025 06:01:14.000    -4101.224018    -5273.690700    1636.141135                 4.046516                -1.180189                 6.339136                15.943                   0.000               60.000       224.000
1 Oct 2025 06:01:15.000    -4097.174991    -5274.867658    1642.479267                 4.051538                -1.173728                 6.337127                16.006                   0.000               60.000       224.000
1 Oct 2025 06:01:16.000    -4093.120945    -5276.038155    1648.815387                 4.056554                -1.167265                 6.335112                16.069                   0.000               60.000       224.000
1 Oct 2025 06:01:17.000    -4089.061885    -5277.202188    1655.149488                 4.061565                -1.160802                 6.333088                16.133                   0.000               60.000       224.000
1 Oct 2025 06:01:18.000    -4084.997815    -5278.359758    1661.481561                 4.066572                -1.154337                 6.331057                16.196                   0.000               60.000       224.000
1 Oct 2025 06:01:19.000    -4080.928742    -5279.510861    1667.811598                 4.071573                -1.147870                 6.329017                16.260                   0.000               60.000       224.000
1 Oct 2025 06:01:20.000    -4076.854670    -5280.655497    1674.139593                 4.076570                -1.141402                 6.326971                16.323                   0.000               60.000       224.000
1 Oct 2025 06:01:21.000    -4072.775604    -5281.793665    1680.465537                 4.081562                -1.134933                 6.324916                16.387                   0.000               60.000       224.000
1 Oct 2025 06:01:22.000    -4068.691549    -5282.925363    1686.789422                 4.086548                -1.128462                 6.322853                16.450                   0.000               60.000       224.000
1 Oct 2025 06:01:23.000    -4064.602510    -5284.050589    1693.111241                 4.091530                -1.121990                 6.320783                16.513                   0.000               60.000       224.000
1 Oct 2025 06:01:24.000    -4060.508491    -5285.169342    1699.430986                 4.096506                -1.115517                 6.318705                16.577                   0.000               60.000       224.000
1 Oct 2025 06:01:25.000    -4056.409499    -5286.281621    1705.748650                 4.101478                -1.109042                 6.316620                16.640                   0.000               60.000       224.000
1 Oct 2025 06:01:26.000    -4052.305538    -5287.387425    1712.064223                 4.106444                -1.102565                 6.314527                16.704                   0.000               60.000       224.000
1 Oct 2025 06:01:27.000    -4048.196613    -5288.486752    1718.377700                 4.111405                -1.096088                 6.312425                16.767                   0.000               60.000       224.000
1 Oct 2025 06:01:28.000    -4044.082729    -5289.579600    1724.689072                 4.116362                -1.089609                 6.310317                16.830                   0.000               60.000       224.000
1 Oct 2025 06:01:29.000    -4039.963891    -5290.665969    1730.998331                 4.121313                -1.083129                 6.308200                16.894                   0.000               60.000       224.000
1 Oct 2025 06:01:30.000    -4035.840104    -5291.745857    1737.305469                 4.126259                -1.076647                 6.306076                16.957                   0.000               60.000       224.000
1 Oct 2025 06:01:31.000    -4031.711374    -5292.819263    1743.610480                 4.131201                -1.070164                 6.303944                17.021                   0.000               60.000       224.000
1 Oct 2025 06:01:32.000    -4027.577705    -5293.886186    1749.913354                 4.136137                -1.063680                 6.301804                17.084                   0.000               60.000       224.000
1 Oct 2025 06:01:33.000    -4023.439102    -5294.946623    1756.214085                 4.141068                -1.057195                 6.299657                17.148                   0.000               60.000       224.000
1 Oct 2025 06:01:34.000    -4019.295570    -5296.000575    1762.512665                 4.145994                -1.050708                 6.297501                17.211                   0.000               60.000       224.000
1 Oct 2025 06:01:35.000    -4015.147115    -5297.048039    1768.809085                 4.150915                -1.044220                 6.295339                17.274                   0.000               60.000       224.000
1 Oct 2025 06:01:36.000    -4010.993742    -5298.089014    1775.103339                 4.155831                -1.037730                 6.293168                17.338                   0.000               60.000       224.000
1 Oct 2025 06:01:37.000    -4006.835455    -5299.123499    1781.395419                 4.160742                -1.031240                 6.290990                17.401                   0.000               60.000       224.000
1 Oct 2025 06:01:38.000    -4002.672260    -5300.151493    1787.685316                 4.165647                -1.024748                 6.288804                17.465                   0.000               60.000       224.000
