                                                                                         19 Nov 2025 20:15:58
Civil Air Patrol Use Only
Aircraft-Aircraft2


      Time (UTCG)             x (km)          y (km)          z (km)      Lon (deg)    Lat (deg)     Alt (km)
-----------------------    ------------    ------------    -----------    ---------    ---------    ---------
1 Oct 2025 06:00:00.000     -993.195785    -5745.679024    2621.592261      160.232       24.326    18.588641
1 Oct 2025 06:00:01.000     -993.330598    -5745.531381    2621.861064      160.226       24.329    18.587870
1 Oct 2025 06:00:02.000     -993.465427    -5745.383728    2622.129841      160.220       24.331    18.587098
1 Oct 2025 06:00:03.000     -993.600272    -5745.236066    2622.398589      160.214       24.334    18.586326
1 Oct 2025 06:00:04.000     -993.735132    -5745.088394    2622.667310      160.209       24.337    18.585555
1 Oct 2025 06:00:05.000     -993.870009    -5744.940712    2622.936003      160.203       24.339    18.584783
1 Oct 2025 06:00:06.000     -994.004901    -5744.793021    2623.204669      160.197       24.342    18.584012
1 Oct 2025 06:00:07.000     -994.139809    -5744.645320    2623.473306      160.191       24.344    18.583240
1 Oct 2025 06:00:08.000     -994.274733    -5744.497610    2623.741916      160.186       24.347    18.582469
1 Oct 2025 06:00:09.000     -994.409673    -5744.349890    2624.010499      160.180       24.350    18.581697
1 Oct 2025 06:00:10.000     -994.544629    -5744.202160    2624.279053      160.174       24.352    18.580925
1 Oct 2025 06:00:11.000     -994.679600    -5744.054421    2624.547580      160.168       24.355    18.580154
1 Oct 2025 06:00:12.000     -994.814588    -5743.906672    2624.816080      160.163       24.358    18.579382
1 Oct 2025 06:00:13.000     -994.949591    -5743.758914    2625.084551      160.157       24.360    18.578611
1 Oct 2025 06:00:14.000     -995.084610    -5743.611146    2625.352995      160.151       24.363    18.577839
1 Oct 2025 06:00:15.000     -995.219645    -5743.463368    2625.621411      160.145       24.366    18.577068
1 Oct 2025 06:00:16.000     -995.354696    -5743.315581    2625.889799      160.140       24.368    18.576296
1 Oct 2025 06:00:17.000     -995.489763    -5743.167784    2626.158160      160.134       24.371    18.575525
1 Oct 2025 06:00:18.000     -995.624846    -5743.019978    2626.426493      160.128       24.374    18.574753
1 Oct 2025 06:00:19.000     -995.759944    -5742.872162    2626.694798      160.122       24.376    18.573982
1 Oct 2025 06:00:20.000     -995.895059    -5742.724336    2626.963076      160.117       24.379    18.573211
1 Oct 2025 06:00:21.000     -996.030189    -5742.576501    2627.231326      160.111       24.382    18.572439
1 Oct 2025 06:00:22.000     -996.165335    -5742.428657    2627.499548      160.105       24.384    18.571668
1 Oct 2025 06:00:23.000     -996.300497    -5742.280802    2627.767742      160.100       24.387    18.570896
1 Oct 2025 06:00:24.000     -996.435675    -5742.132939    2628.035909      160.094       24.390    18.570125
1 Oct 2025 06:00:25.000     -996.570869    -5741.985065    2628.304048      160.088       24.392    18.569354
1 Oct 2025 06:00:26.000     -996.706078    -5741.837182    2628.572159      160.082       24.395    18.568582
1 Oct 2025 06:00:27.000     -996.841304    -5741.689290    2628.840242      160.077       24.398    18.567811
1 Oct 2025 06:00:28.000     -996.976545    -5741.541388    2629.108298      160.071       24.400    18.567039
1 Oct 2025 06:00:29.000     -997.111803    -5741.393476    2629.376325      160.065       24.403    18.566268
1 Oct 2025 06:00:30.000     -997.247076    -5741.245555    2629.644326      160.059       24.405    18.565497
1 Oct 2025 06:00:31.000     -997.382365    -5741.097625    2629.912298      160.054       24.408    18.564726
1 Oct 2025 06:00:32.000     -997.517670    -5740.949685    2630.180243      160.048       24.411    18.563954
1 Oct 2025 06:00:33.000     -997.652991    -5740.801735    2630.448159      160.042       24.413    18.563183
1 Oct 2025 06:00:34.000     -997.788327    -5740.653776    2630.716048      160.036       24.416    18.562412
1 Oct 2025 06:00:35.000     -997.923680    -5740.505807    2630.983910      160.031       24.419    18.561640
1 Oct 2025 06:00:36.000     -998.059048    -5740.357829    2631.251743      160.025       24.421    18.560869
1 Oct 2025 06:00:37.000     -998.194433    -5740.209841    2631.519549      160.019       24.424    18.560098
1 Oct 2025 06:00:38.000     -998.329833    -5740.061844    2631.787327      160.013       24.427    18.559327
1 Oct 2025 06:00:39.000     -998.465249    -5739.913837    2632.055077      160.008       24.429    18.558555
1 Oct 2025 06:00:40.000     -998.600681    -5739.765821    2632.322800      160.002       24.432    18.557784
1 Oct 2025 06:00:41.000     -998.736130    -5739.617801    2632.590497      159.996       24.435    18.557020
1 Oct 2025 06:00:42.000     -998.871596    -5739.469775    2632.858168      159.990       24.437    18.556259
1 Oct 2025 06:00:43.000     -999.007077    -5739.321739    2633.125812      159.985       24.440    18.555498
1 Oct 2025 06:00:44.000     -999.142574    -5739.173693    2633.393427      159.979       24.443    18.554736
1 Oct 2025 06:00:45.000     -999.278087    -5739.025638    2633.661014      159.973       24.445    18.553975
1 Oct 2025 06:00:46.000     -999.413616    -5738.877574    2633.928574      159.967       24.448    18.553213
1 Oct 2025 06:00:47.000     -999.549160    -5738.729499    2634.196106      159.962       24.450    18.552452
1 Oct 2025 06:00:48.000     -999.684721    -5738.581415    2634.463610      159.956       24.453    18.551690
1 Oct 2025 06:00:49.000     -999.820297    -5738.433321    2634.731086      159.950       24.456    18.550928
1 Oct 2025 06:00:50.000     -999.955890    -5738.285218    2634.998534      159.944       24.458    18.550165
